text,label,language,subcategory,term_used
The meeting is scheduled for Monday,0,mixed,neutral,
she c.h.h.i.n.a.l haru sabai,1,romanized_nepali,dehumanizing,chhinal
Thank you for your help,0,mixed,neutral,
u muji jasto ho,1,romanized_nepali,slurs,muji
That is a beautiful picture,0,mixed,neutral,
timilai स्यालनी jasto lagcha,1,nepali,slurs,स्यालनी
hey k.u.k.u.r.n.i jasto behave gareki,1,romanized_nepali,dehumanizing,kukurni
Thank you for your help,0,mixed,neutral,
yo manche timilai छिनार jasto lagcha,1,bhojpuri,slurs,छिनार
Kehi khana khana jane?,0,mixed,neutral,
We will meet tomorrow at 10am कलमुही,0,bhojpuri,slurs,कलमुही
timi कलमुही chau,1,bhojpuri,slurs,कलमुही
Kehi khana khana jane?,0,mixed,neutral,
yo manche send h a d d i photo,1,romanized_nepali,body_shaming,haddi
c h e a p   x a jasto ho,1,romanized_nepali,contextual_phrases,cheap xa
I like this article,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
send b3h@v3 g@r n@ photo,1,romanized_nepali,contextual_phrases,behave gar na
Thank you for your help,0,mixed,neutral,
she भेंडी mindset,1,nepali,dehumanizing,भेंडी
Thank you for your help,0,mixed,neutral,
u n-a-n-g-i-n mindset,1,romanized_nepali,sexualized,nangin
Ramro kam gareko chau,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
hey ma timro m o t i hoina ni,1,romanized_nepali,body_shaming,moti
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
The meeting is scheduled for Monday muji mentality,0,romanized_nepali,hybrid,muji mentality
The meeting is scheduled for Monday,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
hey send कुकुर्नी photo,1,nepali,dehumanizing,कुकुर्नी
s.u.t.n.e.s.a.n.i haru sabai,1,romanized_nepali,sexualized,sutnesani
Can you share the document?,0,mixed,neutral,
kvkvrn1 haru sabai,1,romanized_nepali,dehumanizing,kukurni
Kehi khana khana jane?,0,mixed,neutral,
u स्टाटस हेर्दा नै थाहा हुन्छ jasto behave gareki,1,nepali,contextual_phrases,स्टाटस हेर्दा नै थाहा हुन्छ
u c.h.i.m.m.a.t.i ho timi,1,romanized_nepali,body_shaming,chimmati
u timilai easy xa jasto lagcha,1,romanized_nepali,hybrid,easy xa
How are you?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
u dekhai de नांगीन,1,nepali,sexualized,नांगीन
Tapaiko din kasto garyo?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
yo manche u look like राँडी,1,nepali,slurs,राँडी
photo patha फटाहा,1,nepali,slurs,फटाहा
yo manche m.u.j.i mindset,1,romanized_nepali,strong_slurs,muji
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
yo manche syalni jasto behave gareki,1,romanized_nepali,strong_slurs,syalni
timi चण्डी jasto behave gareki,1,nepali,slurs,चण्डी
hey स्यालनी ho timi,1,nepali,slurs,स्यालनी
The meeting is scheduled for Monday,0,mixed,neutral,
How are you?,0,mixed,neutral,
hey मोटकी jasto behave gareki,1,bhojpuri,gendered,मोटकी
Thank you for your help टोरी,0,nepali,slurs,टोरी
n a n g i n jasto behave gareki,1,romanized_nepali,sexualized,nangin
u u look like k.u.k.u.r.n.i,1,romanized_nepali,gendered_insults,kukurni
she कइसन रहउ mentality,1,bhojpuri,contexts,कइसन रहउ
she k-u-k-u-r-n-i mentality,1,romanized_nepali,gendered_insults,kukurni
k h a n   d e jasto behave gareki,1,romanized_nepali,sexualized,khan de
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
t.o.r.i mentality,1,romanized_nepali,slurs,tori
Can you share the document?,0,mixed,neutral,
yo manche u look like टोरी,1,nepali,slurs,टोरी
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
u ङा नाङ्छे jasto ho,1,tamang,contexts,ङा नाङ्छे
Please send the report by Friday बेंकी,0,tharu,slurs,बेंकी
she dekhai de कुकुर्नी,1,nepali,dehumanizing,कुकुर्नी
hey खान दे mentality,1,nepali,sexualized,खान दे
she easy cha haru sabai,1,romanized_nepali,contextual_phrases,easy cha
hey send b-a-l-a-t-k-a-r- -g-a-r-n-e photo,1,romanized_nepali,coercive_threat,balatkar garne
उमेर हेरेर बस jasto behave gareki,1,nepali,contextual_phrases,उमेर हेरेर बस
Ramro kam gareko chau,0,mixed,neutral,
k.a.s.t.o. .a.t.t.i.t.u.d.e haru sabai,1,romanized_nepali,contextual_phrases,kasto attitude
How are you?,0,mixed,neutral,
u भ्याग्री haru sabai,1,nepali,slurs,भ्याग्री
Kehi khana khana jane?,0,mixed,neutral,
h.a.d.d.i mindset,1,romanized_nepali,body_shaming,haddi
u f a t a h a haru sabai,1,romanized_nepali,slurs,fataha
How are you?,0,mixed,neutral,
she timilai मुजी jasto lagcha,1,nepali,strong_slurs,मुजी
Ramro kam gareko chau कउटी,0,tharu,gendered,कउटी
c h a n d i mindset,1,romanized_nepali,slurs,chandi
Thank you for your help,0,mixed,neutral,
hey कउटी jasto ho,1,tharu,gendered,कउटी
We will meet tomorrow at 10am,0,mixed,neutral,
yo manche छोरोम हे mentality,1,tamang,contexts,छोरोम हे
We will meet tomorrow at 10am,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
We will meet tomorrow at 10am न्हयाथा येन,0,newari,contexts,न्हयाथा येन
नांगीन haru sabai,1,nepali,sexualized,नांगीन
she देखाइदे mindset,1,nepali,sexualized,देखाइदे
Please send the report by Friday,0,mixed,neutral,
timi ma timro m-u-j-i hoina ni,1,romanized_nepali,strong_slurs,muji
Tapaiko din kasto garyo?,0,mixed,neutral,
How are you?,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
u k-u-t-i-a haru sabai,1,romanized_nepali,gendered_insults,kutia
I like this article,0,mixed,neutral,
u ma timro टोरी hoina ni,1,nepali,slurs,टोरी
I like this article,0,mixed,neutral,
yo manche कुतिया jasto behave gareki,1,nepali,gendered_insults,कुतिया
I like this article jetthi,0,romanized_nepali,dehumanizing,jetthi
yo manche dekhai de भेंडी,1,nepali,dehumanizing,भेंडी
timi k a l i mindset,1,romanized_nepali,gendered_insults,kali
Can you share the document? sutnesani,0,romanized_nepali,sexual_phrases,sutnesani
u look like मुजी,1,nepali,slurs,मुजी
Tapaiko din kasto garyo?,0,mixed,neutral,
timi एना करत नई haru sabai,1,tharu,contexts,एना करत नई
b.h.y.a.g.r.i ho timi,1,romanized_nepali,slurs,bhyagri
Ramro kam gareko chau,0,mixed,neutral,
send तोहार चाल ठीक नइखे photo,1,bhojpuri,contexts,तोहार चाल ठीक नइखे
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
How are you?,0,mixed,neutral,
yo manche सुत्नेसनी mindset,1,nepali,sexualized,सुत्नेसनी
The meeting is scheduled for Monday,0,mixed,neutral,
yo manche timi बलात्कार गर्ने chau,1,nepali,coercive_threat,बलात्कार गर्ने
she photo patha कुतिया,1,nepali,dehumanizing,कुतिया
timi u look like रांड,1,bhojpuri,slurs,रांड
timi u look like nanginu,1,romanized_nepali,sexual_phrases,nanginu
I like this article,0,mixed,neutral,
hey timi c h h i n a l chau,1,romanized_nepali,dehumanizing,chhinal
I like this article,0,mixed,neutral,
yo manche छिनाल mindset,1,nepali,strong_slurs,छिनाल
u send f.a.t.a.h.a photo,1,romanized_nepali,slurs,fataha
We will meet tomorrow at 10am,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
timi ma timro m u j i   m e n t a l i t y hoina ni,1,romanized_nepali,hybrid,muji mentality
Thank you for your help chandi,0,romanized_nepali,slurs,chandi
yo manche नांगीन haru sabai,1,nepali,sexualized,नांगीन
timi हड्डी chau,1,nepali,body_shaming,हड्डी
ma timro टोरी hoina ni,1,nepali,slurs,टोरी
मुजी mentality,1,nepali,strong_slurs,मुजी
Tapaiko din kasto garyo?,0,mixed,neutral,
timi timilai चण्डी jasto lagcha,1,nepali,slurs,चण्डी
yo manche e-a-s-y- -x-a mindset,1,romanized_nepali,hybrid,easy xa
Tapaiko din kasto garyo?,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
timi आफूलाई धेरै देखायो chau,1,nepali,contextual_phrases,आफूलाई धेरै देखायो
Kehi khana khana jane?,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
she timilai s-y-a-l-n-i jasto lagcha,1,romanized_nepali,strong_slurs,syalni
u ma timro स्यालनी hoina ni,1,nepali,slurs,स्यालनी
u m-u-j-i mentality,1,romanized_nepali,strong_slurs,muji
u photo patha चण्डी,1,nepali,slurs,चण्डी
hey s l u t   j a s t o jasto behave gareki,1,romanized_nepali,hybrid,slut jasto
How are you?,0,mixed,neutral,
u राँडी ho timi,1,nepali,strong_slurs,राँडी
hey photo patha गौरिनी,1,tharu,gendered,गौरिनी
Please send the report by Friday,0,mixed,neutral,
hey कुतिया haru sabai,1,nepali,dehumanizing,कुतिया
Ramro kam gareko chau कउटी,0,tharu,gendered,कउटी
Can you share the document?,0,mixed,neutral,
u ma timro कुकुर्नी hoina ni,1,nepali,dehumanizing,कुकुर्नी
Please send the report by Friday,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
u छुँदै छुँदै haru sabai,1,nepali,coercive_threat,छुँदै छुँदै
she बेश्या haru sabai,1,nepali,gendered_insults,बेश्या
Kehi khana khana jane? randi mindset,0,romanized_nepali,hybrid,randi mindset
u send मिच्यो मोस photo,1,tamang,contexts,मिच्यो मोस
Thank you for your help,0,mixed,neutral,
yo manche timi हड्डी chau,1,nepali,body_shaming,हड्डी
u फटाहा haru sabai,1,nepali,slurs,फटाहा
yo manche muji haru sabai,1,romanized_nepali,slurs,muji
she ma timro mvj1 hoina ni,1,romanized_nepali,slurs,muji
Thank you for your help,0,mixed,neutral,
थ्वसा भाय jasto behave gareki,1,newari,contexts,थ्वसा भाय
Can you share the document? dekhai de,0,romanized_nepali,sexual_phrases,dekhai de
Ramro kam gareko chau,0,mixed,neutral,
u d-e-k-h-a-i-d-e haru sabai,1,romanized_nepali,sexualized,dekhaide
Please send the report by Friday,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
I like this article,0,mixed,neutral,
u कती बोलछौ ho timi,1,tharu,contexts,कती बोलछौ
timi नांगिनु mindset,1,nepali,sexual_phrases,नांगिनु
I like this article,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
u रातमा लैजाने jasto behave gareki,1,nepali,sexual_phrases,रातमा लैजाने
hey send s-y-a-l-n-i photo,1,romanized_nepali,slurs,syalni
I like this article,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
u मिसे जुइ mindset,1,newari,contexts,मिसे जुइ
Kehi khana khana jane?,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
खान दे mindset,1,nepali,sexualized,खान दे
u timi k.h.a.n. .d.e chau,1,romanized_nepali,sexual_phrases,khan de
Thank you for your help,0,mixed,neutral,
she u look like k.h.a.n. .d.e,1,romanized_nepali,sexual_phrases,khan de
she dekhai de e-a-s-y- -c-h-a,1,romanized_nepali,contextual_phrases,easy cha
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
timi जेट्ठी mentality,1,nepali,dehumanizing,जेट्ठी
yo manche s.u.t.n.e.s.a.n.i jasto behave gareki,1,romanized_nepali,sexualized,sutnesani
hey गौरिनी ho timi,1,tharu,gendered,गौरिनी
Can you share the document? bhyagri,0,romanized_nepali,slurs,bhyagri
Ramro kam gareko chau kali,0,romanized_nepali,body_shaming,kali
she u look like easy xa,1,romanized_nepali,hybrid,easy xa
dekhai de न्हयाथा येन,1,newari,contexts,न्हयाथा येन
yo manche u look like छिनार,1,bhojpuri,slurs,छिनार
she छोरोम हे mindset,1,tamang,contexts,छोरोम हे
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Ramro kam gareko chau केटाजस्तो बिहेव,0,nepali,contextual_phrases,केटाजस्तो बिहेव
ma timro m.o.t.i hoina ni,1,romanized_nepali,body_shaming,moti
send r a a t m a   l a i j a n e photo,1,romanized_nepali,coercive_threat,raatma laijane
u मोटी mentality,1,nepali,gendered_insults,मोटी
The meeting is scheduled for Monday,0,mixed,neutral,
timilai काली jasto lagcha,1,nepali,gendered_insults,काली
timilai t-o-r-i jasto lagcha,1,romanized_nepali,slurs,tori
Please send the report by Friday,0,mixed,neutral,
timi photo patha मुजी,1,nepali,slurs,मुजी
f a t a h a mentality,1,romanized_nepali,slurs,fataha
hey photo patha c h h i n a l,1,romanized_nepali,dehumanizing,chhinal
यस्ती केटी jasto behave gareki,1,nepali,contextual_phrases,यस्ती केटी
Kehi khana khana jane? fataha,0,romanized_nepali,slurs,fataha
she s-y-a-l-n-i mentality,1,romanized_nepali,strong_slurs,syalni
yo manche चिम्मटी haru sabai,1,nepali,body_shaming,चिम्मटी
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
yo manche कलमुही jasto ho,1,bhojpuri,slurs,कलमुही
u bhendi ho timi,1,romanized_nepali,dehumanizing,bhendi
hey c.h.i.m.m.a.t.i mindset,1,romanized_nepali,body_shaming,chimmati
Kehi khana khana jane?,0,mixed,neutral,
How are you?,0,mixed,neutral,
hey ma timro सुत्नेसनी hoina ni,1,nepali,sexualized,सुत्नेसनी
u ma timro m-u-j-i hoina ni,1,romanized_nepali,slurs,muji
timi ma timro चिम्मटी hoina ni,1,nepali,body_shaming,चिम्मटी
I like this article,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
hey d.e.k.h.a.i.d.e jasto behave gareki,1,romanized_nepali,sexualized,dekhaide
timi टोरी chau,1,nepali,slurs,टोरी
Ramro kam gareko chau,0,mixed,neutral,
u photo patha छिनाल,1,nepali,dehumanizing,छिनाल
she timi करमी chau,1,bhojpuri,gendered,करमी
The meeting is scheduled for Monday,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
yo manche dekhai de बेंकी,1,tharu,slurs,बेंकी
u photo patha k@$t0 @tt1tvd3,1,romanized_nepali,contextual_phrases,kasto attitude
